16 22106 83718
12 19136 205.520000 249.290000
6 19137 359.640000 187.420000
7 19137 380.600000 233.900000
6 19138 359.640000 187.420000
10 19138 525.480000 278.670000
13 19138 750.380000 -146.170000
15 19138 713.360000 305.710000
6 19139 285.670000 157.720000
12 19139 350.750000 185.160000
6 19140 565.800000 157.880000
7 19140 539.310100 185.300000
6 19141 344.170000 147.110000
15 19141 691.950000 263.640000
6 19142 133.000000 146.240000
12 19142 160.270000 195.550000
6 19143 242.400000 138.420000
12 19143 280.920000 180.380000
6 19144 446.319900 124.050000
7 19144 443.280000 171.430000
6 19145 446.319900 124.050000
7 19145 443.280000 171.430000
12 19145 529.230000 135.040000
15 19145 796.069900 208.490000
6 19146 563.470000 124.260000
8 19146 584.950000 -49.850010
12 19146 642.260000 133.550000
6 19147 -145.490000 122.530000
9 19147 -85.960020 166.460000
6 19148 540.689900 114.130000
9 19148 394.680100 75.239990
10 19148 678.470000 163.420000
12 19148 619.790000 123.940000
6 19149 183.790000 106.600000
7 19149 120.180000 168.940000
8 19149 318.530000 26.359990
13 19149 552.530000 -186.720000
15 19149 250.860000 194.950000
6 19150 253.810000 105.620000
12 19150 290.060100 146.800000
6 19151 429.390000 105.420000
7 19151 429.020000 158.270000
10 19151 575.360000 182.850000
12 19151 513.210000 116.710000
13 19151 798.060100 -218.160000
15 19151 774.740000 192.740000
6 19152 246.840000 104.290000
12 19152 281.450000 147.810000
6 19153 130.910000 83.370000
8 19153 278.520000 15.570010
12 19153 151.760000 133.350000
6 19154 -11.280030 76.250000
8 19154 168.750000 13.929990
6 19155 -266.630000 68.940000
8 19155 -29.650020 -19.370000
6 19156 -351.030000 67.890010
12 19156 -288.260000 121.180000
6 19157 -291.780000 61.159970
12 19157 -233.710000 113.110000
6 19158 -444.760000 57.989990
9 19158 -356.410000 -9.419983
6 19159 -194.940000 49.870000
7 19159 -189.210000 159.260000
12 19159 -163.400000 105.280000
6 19160 182.050000 31.289980
8 19160 318.740000 -26.120000
6 19161 21.580020 21.010010
12 19161 34.549990 74.190000
6 19162 -228.810000 20.109990
12 19162 -192.590000 75.830020
6 19163 282.940000 18.299990
12 19163 318.920000 56.260010
6 19164 -22.429990 15.969970
8 19164 159.710000 -30.290010
12 19164 -9.200012 70.289980
6 19165 -172.860000 1.559998
8 19165 41.130000 -51.120000
6 19166 459.840000 -1.590027
7 19166 430.120000 63.229980
12 19166 534.020000 13.669980
6 19167 129.350000 -9.559998
12 19167 144.350000 37.900020
6 19168 -303.440000 -16.909970
8 19168 -59.900020 -76.000000
6 19169 -131.760000 -32.960020
8 19169 72.229980 -73.229980
6 19170 125.300000 -33.409970
8 19170 275.080000 -71.429990
6 19171 461.920000 -35.020020
12 19171 533.750000 -18.330020
6 19172 -26.890010 -36.159970
8 19172 154.280000 -70.830020
12 19172 -15.409970 17.780030
6 19173 390.030000 -39.030030
7 19173 297.950000 23.890010
12 19173 428.060100 -6.979980
6 19174 -177.570000 -43.060000
12 19174 -158.050000 14.349980
6 19175 312.920000 -44.960020
12 19175 342.810100 -8.020020
6 19176 -167.600000 -50.000000
12 19176 -149.440000 7.330017
6 19177 125.300000 -64.450010
8 19177 275.090000 -96.130000
12 19177 139.190000 -17.500000
6 19178 -55.330020 -78.599980
10 19178 -121.720000 56.179990
6 19179 -9.320007 -82.940000
8 19179 168.280000 -108.740000
6 19180 -100.130000 -90.239990
12 19180 -90.919980 -34.270020
6 19181 384.200000 -95.479980
8 19181 475.670000 -140.640000
12 19181 416.230000 -63.460020
6 19182 78.830020 -131.770000
8 19182 239.000000 -142.900000
6 19183 183.930000 -131.930000
12 19183 196.000000 -89.679990
6 19184 248.780000 -150.620000
8 19184 373.490000 -166.210000
6 19185 -275.880000 -166.970000
7 19185 -274.030000 -9.760010
9 19185 -178.650000 -64.690000
12 19185 -253.910000 -105.340000
6 19186 -224.020000 -170.900000
7 19186 -244.910000 -20.659970
12 19186 -211.650000 -110.410000
6 19187 -168.320000 -179.510000
8 19187 40.489990 -174.280000
6 19188 80.739990 -187.600000
12 19188 82.030030 -140.560000
6 19189 40.609990 -199.520000
7 19189 -53.830020 -79.539980
10 19189 -79.409970 -83.580020
12 19189 39.190000 -150.920000
6 19190 350.970000 -211.540000
12 19190 381.000000 -181.820000
6 19191 -57.370000 -212.830000
7 19191 -132.850000 -78.390010
12 19191 -59.460020 -159.700000
15 19191 -116.960000 -112.850000
6 19192 -153.300000 -227.870000
8 19192 51.000000 -219.030000
6 19193 347.270000 -243.319900
12 19193 376.970000 -215.020000
6 19194 347.270000 -243.319900
7 19194 240.020000 -141.380000
12 19194 376.970000 -215.020000
6 19195 -5.159973 -287.360000
8 19195 168.060000 -269.150000
6 19196 167.310000 -288.689900
8 19196 308.780000 -273.990000
6 19197 -57.609990 -292.080000
8 19197 126.080000 -275.390000
12 19197 -54.340030 -240.490000
6 19198 -128.470000 -295.819900
7 19198 -177.520000 -132.000000
8 19198 68.890010 -281.440000
9 19198 -48.450010 -155.830000
6 19199 -193.090000 -301.740000
7 19199 -217.690000 -124.840000
9 19199 -107.000000 -177.220000
12 19199 -177.230000 -242.050000
13 19199 227.990000 -423.050000
6 19200 246.590000 -304.490000
12 19200 261.540000 -271.010000
6 19201 246.590000 -304.490000
12 19201 261.540000 -271.010000
6 19202 214.940000 -306.930100
8 19202 344.120000 -301.750000
12 19202 227.319900 -271.340000
6 19203 211.800000 -315.069900
8 19203 342.570000 -307.410000
6 19204 211.800000 -315.069900
8 19204 342.570000 -307.410000
6 19205 301.750000 -318.380000
12 19205 322.010000 -288.660000
6 19206 -77.580020 -330.160000
7 19206 -142.020000 -165.820000
8 19206 108.220000 -309.220000
6 19207 50.150020 -349.980000
12 19207 55.159970 -305.330000
6 19208 -517.770000 -362.370000
7 19208 -435.010000 -126.390000
13 19208 16.429990 -408.910000
6 19209 -517.770000 -362.370000
9 19209 -382.930000 -266.790000
13 19209 16.429990 -408.910000
6 19210 -445.100000 -458.100000
9 19210 -312.980000 -325.910000
6 19211 157.660000 -470.770000
12 19211 161.280000 -433.840000
6 19212 182.910000 -478.210000
12 19212 187.120000 -443.290000
6 19213 399.180000 -524.700000
7 19213 233.819900 -384.500000
6 19214 -294.100000 -565.450000
15 19214 -367.240000 -394.300000
6 19215 -215.820000 -624.150000
9 19215 -98.140010 -425.240000
6 19216 368.470000 -623.880000
7 19216 180.200000 -465.350000
12 19216 362.060100 -605.880000
6 19217 432.860000 -686.600000
7 19217 215.790000 -528.370000
6 19218 -108.860000 -700.280000
7 19218 -221.660000 -454.680100
6 19219 -99.049990 -705.060100
7 19219 -215.300000 -460.790000
6 19220 48.070010 -828.689900
9 19220 156.620000 -549.230000
6 19221 -83.929990 -835.350000
7 19221 -237.340000 -568.160000
6 19222 270.690000 875.940000
8 19222 353.320000 447.940000
6 19223 67.250000 860.480000
8 19223 208.430000 364.420000
6 19224 -260.440000 856.720000
8 19224 -3.539978 394.850000
6 19225 -260.440000 856.720000
8 19225 -3.539978 394.850000
6 19226 -22.090030 847.840000
11 19226 544.790000 -79.340030
6 19227 162.890000 843.910000
9 19227 67.659970 552.280000
11 19227 590.530000 -99.890010
6 19228 -137.200000 838.500000
8 19228 76.099980 370.910000
6 19229 -446.170000 822.840000
8 19229 -125.520000 391.810000
6 19230 192.350000 816.140000
8 19230 299.920000 405.110000
9 19230 89.190000 535.540000
11 19230 610.140000 -121.280000
6 19231 446.030000 807.590000
8 19231 481.490000 436.960000
6 19232 -494.800000 780.740000
8 19232 -158.930000 370.370000
6 19233 -65.729980 768.420000
13 19233 510.350000 308.640000
6 19234 -65.729980 768.420000
9 19234 -115.000000 427.650000
13 19234 510.350000 308.640000
6 19235 -472.630000 708.690000
8 19235 -147.630000 321.380000
6 19236 -322.950000 705.120000
8 19236 -48.609990 305.100000
6 19237 -35.070010 700.820000
8 19237 141.310000 272.220000
6 19238 454.280000 685.250000
9 19238 298.310100 499.320000
6 19239 -181.710000 667.220000
8 19239 43.250000 264.890000
6 19240 -101.080000 638.800000
12 19240 60.820010 598.430000
6 19241 -101.080000 638.800000
8 19241 97.650020 238.830000
12 19241 60.820010 598.430000
6 19242 -227.980000 632.460000
8 19242 11.700010 247.060000
9 19242 -223.740000 345.950000
11 19242 357.460000 -210.660000
12 19242 -63.049990 598.780000
6 19243 -175.800000 629.270000
12 19243 -10.950010 592.260000
6 19244 -130.500000 618.210000
12 19244 32.109990 581.600000
6 19245 488.240000 597.530000
12 19245 568.910000 608.070000
6 19246 -403.980000 595.580000
12 19246 -232.270000 572.410000
6 19247 -403.980000 595.580000
9 19247 -345.760000 339.070000
12 19247 -232.270000 572.410000
6 19248 -351.700000 551.310000
12 19248 -182.790000 530.000000
6 19249 466.930100 540.290000
7 19249 486.740000 524.390000
12 19249 548.120000 549.700000
6 19250 466.930100 540.290000
7 19250 486.740000 524.390000
12 19250 548.120000 549.700000
6 19251 -530.730000 533.690000
8 19251 -194.210000 212.060000
6 19252 351.290000 526.880000
8 19252 420.330000 239.140000
9 19252 228.770000 371.100000
6 19253 257.560000 506.900000
7 19253 339.450000 511.830000
9 19253 150.080000 319.670000
11 19253 657.800000 -364.330000
6 19254 172.750000 504.080000
9 19254 86.370000 307.260000
12 19254 282.410000 496.630000
6 19255 34.909970 501.340000
13 19255 558.490000 118.800000
6 19256 32.429990 494.910000
7 19256 205.689900 515.860000
13 19256 556.439900 114.340000
6 19257 431.830000 493.960000
9 19257 291.850000 356.280000
12 19257 514.939900 502.680000
6 19258 -484.870000 480.250000
12 19258 -310.100000 471.500000
6 19259 -519.220000 477.890000
12 19259 -343.230000 470.480000
6 19260 292.920000 469.210000
8 19260 374.350000 173.140000
9 19260 178.170000 295.220000
12 19260 394.220000 464.470000
6 19261 144.390000 435.760000
13 19261 616.620000 61.370000
6 19262 192.870000 416.320000
8 19262 302.890000 128.840000
13 19262 653.080000 41.929990
6 19263 180.970000 411.960000
8 19263 294.940000 124.660000
12 19263 293.250000 407.400000
6 19264 372.090000 410.320000
7 19264 403.530000 420.630000
8 19264 436.640000 155.770000
9 19264 250.110000 285.720000
12 19264 458.550000 417.460000
13 19264 778.330000 20.140010
15 19264 759.430100 570.470000
6 19265 227.920000 381.360000
7 19265 309.930100 410.250000
8 19265 327.700000 105.480000
10 19265 470.350000 506.030000
13 19265 673.880000 14.890010
6 19266 250.810000 351.590000
7 19266 325.189900 381.740000
8 19266 344.850000 85.120000
12 19266 356.200000 350.930000
6 19267 254.400000 339.140000
7 19267 327.700000 371.400000
6 19268 410.620000 335.160000
12 19268 496.030000 342.480000
6 19269 186.310000 333.010000
7 19269 276.040000 373.110000
13 19269 638.620000 -16.000000
15 19269 597.890000 525.470000
6 19270 250.740000 329.910000
7 19270 323.900000 365.230000
6 19271 198.280000 326.980000
7 19271 284.660000 367.070000
13 19271 646.970000 -21.960020
15 19271 608.650000 515.680000
6 19272 192.000000 323.720000
7 19272 280.060100 364.270000
13 19272 642.540000 -24.320010
15 19272 602.600000 511.470000
6 19273 -555.020000 316.570000
7 19273 -296.940000 412.070000
11 19273 69.810000 -391.450000
12 19273 -377.740000 327.140000
6 19274 -83.359990 317.080000
13 19274 440.040000 0.099976
14 19274 627.770000 -459.860000
6 19275 425.240000 314.920000
9 19275 295.900000 218.650000
10 19275 602.210000 391.120000
6 19276 -475.520000 313.610000
7 19276 -231.080000 406.100000
8 19276 -167.510000 53.660000
6 19277 -181.200000 283.820000
13 19277 365.170000 -12.840030
6 19278 576.240000 282.070000
8 19278 590.920000 73.140010
9 19278 411.860000 212.250000
10 19278 739.920000 326.260000
6 19279 -215.270000 270.250000
11 19279 286.740000 -473.380000
6 19280 -228.080000 242.970000
10 19280 22.320010 446.210000
6 19281 381.410000 231.210000
7 19281 400.260000 268.500000
8 19281 445.790000 21.310000
10 19281 550.800000 317.160000
12 19281 467.939900 240.700000
15 19281 743.030000 352.260000
6 19282 584.360000 220.140000
8 19282 599.000000 26.160000
6 19283 469.030000 187.530000
8 19283 512.319900 -6.670013
9 19283 336.330000 123.950000
12 19283 551.230000 197.810000
6 19284 536.069900 162.760000
12 19284 616.030000 172.640000
6 19285 -41.299990 137.590000
8 19285 145.110000 53.980010
6 19286 552.920000 127.640000
12 19286 631.800000 137.300000
6 19287 90.679990 126.150000
12 19287 113.710000 177.500000
6 19288 526.830000 114.110000
12 19288 606.350000 123.890000
6 19289 -187.140000 111.000000
12 19289 -151.630000 165.420000
6 19290 439.319900 101.970000
15 19290 784.680100 186.160000
6 19291 -421.430000 95.909970
7 19291 -248.030000 230.000000
8 19291 -140.660000 -66.690000
9 19291 -341.110000 12.599980
6 19292 555.540000 90.940000
12 19292 633.750000 100.780000
6 19293 126.260000 76.950010
8 19293 276.480000 11.030000
6 19294 568.550000 73.549990
8 19294 589.140000 -89.640010
10 19294 696.710000 116.500000
12 19294 646.470000 82.919980
6 19295 -470.670000 61.020020
7 19295 -292.570000 207.790000
6 19296 136.440000 36.690000
8 19296 283.030000 -18.090000
12 19296 154.550000 85.710020
6 19297 -400.810000 26.979980
9 19297 -319.970000 -25.450010
6 19298 -52.500000 -5.940002
12 19298 -39.760010 49.640010
6 19299 -177.380000 -28.400020
12 19299 -153.600000 28.700010
6 19300 9.979980 -28.960020
12 19300 21.039980 23.310000
6 19301 191.960000 -31.140010
7 19301 107.440000 47.640010
12 19301 211.880000 13.210020
6 19302 -68.820010 -37.169980
12 19302 -55.960020 18.109990
6 19303 125.140000 -43.590030
12 19303 139.870000 3.460022
6 19304 74.539980 -46.039980
13 19304 445.560100 -283.740000
6 19305 -123.800000 -69.940000
12 19305 -110.630000 -13.349980
6 19306 -107.790000 -72.520020
8 19306 91.460020 -101.420000
12 19306 -94.599980 -17.080020
6 19307 49.090030 -74.120000
7 19307 -23.780030 26.849980
8 19307 214.760000 -100.660000
13 19307 423.000000 -300.070000
6 19308 -86.120000 -84.080020
8 19308 107.060000 -107.660000
12 19308 -75.640010 -28.799990
6 19309 156.290000 -102.890000
8 19309 301.630000 -124.430000
12 19309 167.320000 -57.989990
6 19310 75.909970 -106.560000
12 19310 84.140010 -58.630000
6 19311 -21.109990 -108.300000
12 19311 -15.429990 -55.229980
6 19312 -89.310000 -163.470000
12 19312 -84.849980 -108.010000
6 19313 -93.140010 -168.470000
10 19313 -181.260000 -21.179990
12 19313 -90.650020 -113.420000
15 19313 -135.880000 -54.500000
6 19314 -93.140010 -168.470000
10 19314 -181.260000 -21.179990
12 19314 -90.650020 -113.420000
15 19314 -135.880000 -54.500000
6 19315 340.450000 -244.520000
12 19315 368.680100 -215.060000
6 19316 352.040000 -247.860000
12 19316 383.370000 -219.620000
6 19317 327.990000 -250.540000
12 19317 354.090000 -221.360000
6 19318 79.849980 -257.069900
9 19318 125.510000 -98.760010
13 19318 420.580000 -439.530000
6 19319 160.310000 -300.380000
8 19319 302.170000 -287.660000
9 19319 189.830000 -139.750000
12 19319 165.920000 -261.800000
6 19320 -58.799990 -332.439900
8 19320 123.550000 -311.100000
9 19320 11.450010 -179.910000
6 19321 262.770000 -334.710000
12 19321 281.250000 -302.360000
6 19322 329.150000 -359.410000
8 19322 436.170000 -351.490000
6 19323 -469.170000 -364.290000
7 19323 -400.970000 -133.920000
6 19324 161.310000 -374.250000
12 19324 168.200000 -336.160000
6 19325 -532.130000 -409.510000
7 19325 -456.980000 -162.610000
8 19325 -252.290000 -376.450000
13 19325 -1.419983 -438.980000
6 19326 -3.099976 -422.550000
13 19326 344.200000 -545.880000
6 19327 -462.590000 -430.910000
8 19327 -200.070000 -393.650000
6 19328 -521.020000 -451.689900
7 19328 -459.020000 -197.010000
6 19329 -398.680000 -497.280000
7 19329 -384.600000 -249.060000
9 19329 -270.900000 -348.910000
15 19329 -428.380000 -293.750000
6 19330 -281.930000 -546.319900
15 19330 -347.240000 -376.540000
6 19331 -393.040000 -558.360000
7 19331 -394.790000 -299.440000
6 19332 -320.250000 -566.530000
15 19332 -390.520000 -387.020000
6 19333 -355.480000 -606.980000
9 19333 -222.250000 -421.750000
6 19334 -92.570010 -616.710000
9 19334 5.179993 -412.420000
6 19335 -254.730000 -638.360000
9 19335 -130.780000 -437.250000
6 19336 -123.720000 -647.090000
9 19336 -17.210020 -435.220000
6 19337 534.520000 -684.610000
7 19337 302.210000 -542.670000
9 19337 529.480000 -414.450000
6 19338 -144.160000 -740.990000
9 19338 -22.099980 -500.860000
6 19339 -154.150000 -795.880000
7 19339 -279.980000 -525.380000
6 19340 36.120000 -800.170000
7 19340 -135.820000 -559.780000
9 19340 142.580000 -529.020000
6 19341 29.840030 -807.640000
7 19341 -142.020000 -565.170000
6 19342 -114.220000 -819.770000
7 19342 -256.160000 -550.840000
6 19343 37.219970 -821.990000
7 19343 -141.080000 -578.330000
9 19343 146.740000 -545.490000
6 19344 -97.750000 -830.140000
7 19344 -246.200000 -562.090000
6 19345 176.710000 853.260000
8 19345 289.490000 428.770000
6 19346 -19.020020 805.760000
13 19346 549.819900 331.540000
6 19347 397.800000 801.850000
8 19347 447.319900 433.350000
6 19348 -460.150000 800.830000
8 19348 -135.330000 379.110000
6 19349 -37.620000 774.200000
11 19349 530.140000 -126.990000
14 19349 729.710000 -77.210020
6 19350 546.439900 773.190000
8 19350 554.040000 422.770000
6 19351 557.060100 749.610000
8 19351 564.860000 413.160000
6 19352 238.010000 749.260000
8 19352 332.280000 363.600000
9 19352 125.760000 493.530000
6 19353 12.700010 742.800000
9 19353 -62.010010 400.140000
14 19353 775.689900 -108.400000
6 19354 -2.580017 682.680000
8 19354 162.030000 256.630000
6 19355 -561.260000 676.350000
8 19355 -207.780000 309.070000
6 19356 30.870000 670.110000
8 19356 184.680000 244.880000
12 19356 190.110000 619.290000
6 19357 30.870000 670.110000
8 19357 184.680000 244.880000
6 19358 -124.310000 620.490000
8 19358 82.049990 229.230000
12 19358 38.510010 583.130000
6 19359 455.480000 573.740000
8 19359 494.290000 280.510000
9 19359 305.460000 418.600000
12 19359 537.939900 583.250000
6 19360 -465.440000 571.030000
8 19360 -148.660000 229.850000
9 19360 -389.060000 325.810000
13 19360 203.980000 200.330000
6 19361 -245.180000 558.160000
12 19361 -78.729980 534.080000
6 19362 -245.180000 558.160000
8 19362 -1.659973 200.020000
6 19363 433.530000 530.120000
9 19363 290.790000 383.660000
6 19364 -450.210000 510.920000
8 19364 -140.990000 187.470000
6 19365 299.950000 482.880000
8 19365 379.890000 183.740000
9 19365 183.430100 306.410000
6 19366 299.950000 482.880000
9 19366 183.430100 306.410000
12 19366 401.030000 478.730000
6 19367 -487.790000 429.640000
8 19367 -170.560000 136.390000
9 19367 -406.950000 221.670000
14 19367 294.090000 -306.410000
6 19368 209.820000 419.280000
7 19368 298.580000 442.470000
10 19368 460.240000 545.900000
12 19368 318.290000 414.830000
13 19368 664.040000 44.060000
6 19369 426.660000 379.020000
8 19369 477.430100 135.860000
9 19369 293.680100 268.490000
10 19369 612.360000 457.320000
12 19369 510.710000 387.300000
6 19370 228.920000 358.930000
7 19370 309.090000 390.900000
15 19370 644.360000 546.960000
6 19371 555.980000 311.200000
8 19371 575.100000 94.070010
12 19371 635.430100 321.690000
6 19372 237.830000 303.500000
7 19372 313.030000 344.140000
6 19373 -282.070000 286.670000
13 19373 295.650000 -1.010010
14 19373 444.160000 -454.480000
6 19374 -167.550000 251.450000
10 19374 79.469970 443.080000
6 19375 396.360000 203.920000
10 19375 560.110000 287.070000
12 19375 481.960000 214.790000
13 19375 780.200000 -137.320000
6 19376 415.800000 192.340000
10 19376 575.810100 271.010000
6 19377 166.380000 181.970000
12 19377 201.840000 227.630000
6 19378 158.270000 177.760000
13 19378 545.760000 -131.690000
6 19379 443.550000 157.140000
7 19379 444.050000 198.250000
8 19379 493.420000 -32.500000
6 19380 163.680000 142.380000
10 19380 137.480000 226.460000
12 19380 193.020000 189.500000
13 19380 541.520000 -158.300000
6 19381 516.470000 142.170000
7 19381 499.920000 178.440000
10 19381 659.490000 197.490000
12 19381 596.620000 151.970000
6 19382 29.479980 134.250000
12 19382 51.520020 186.650000
6 19383 572.490000 109.080000
12 19383 651.060100 118.380000
6 19384 164.770000 96.150020
8 19384 304.510000 20.940000
6 19385 -409.390000 79.849980
8 19385 -132.010000 -76.270020
6 19386 229.620000 50.780030
7 19386 154.270000 115.200000
10 19386 186.820000 124.270000
13 19386 582.160000 -234.840000
6 19387 -8.840027 49.710020
7 19387 -59.039980 137.480000
15 19387 1.359985 167.390000
6 19388 210.520000 39.039980
7 19388 133.210000 106.590000
6 19389 188.790000 12.359990
7 19389 109.590000 85.640010
8 19389 323.240000 -41.510010
15 19389 224.140000 80.410000
6 19390 -229.290000 4.409973
12 19390 -196.690000 60.719970
6 19391 -199.880000 -39.130000
12 19391 -177.610000 18.650020
6 19392 -257.700000 -40.669980
12 19392 -225.070000 16.840030
6 19393 -257.700000 -40.669980
12 19393 -225.070000 16.840030
6 19394 197.950000 -42.340030
8 19394 331.460000 -84.880000
12 19394 218.140000 0.979981
6 19395 197.950000 -42.340030
8 19395 331.460000 -84.880000
12 19395 218.140000 0.979981
6 19396 -145.470000 -49.030030
12 19396 -127.220000 7.510010
6 19397 -110.900000 -56.409970
12 19397 -96.030030 -1.030029
6 19398 -127.310000 -56.820010
12 19398 -111.260000 -0.299988
6 19399 -34.440000 -62.659970
12 19399 -23.349980 -8.969971
6 19400 174.610000 -65.570010
8 19400 312.070000 -101.480000
6 19401 -103.170000 -101.080000
12 19401 -96.140010 -45.500000
6 19402 -10.640010 -100.860000
12 19402 -3.289978 -48.919980
6 19403 176.380000 -116.960000
12 19403 187.530000 -73.549990
6 19404 368.110000 -128.700000
12 19404 398.270000 -96.200010
6 19405 -61.280030 -149.710000
12 19405 -56.140010 -96.140010
6 19406 325.900000 -158.710000
12 19406 344.580000 -123.480000
6 19407 -229.120000 -163.060100
8 19407 -7.510010 -169.180000
12 19407 -216.090000 -102.670000
6 19408 -24.460020 -166.050000
12 19408 -20.849980 -113.740000
6 19409 98.820010 -176.050000
12 19409 105.630000 -128.870000
6 19410 305.800000 -192.300000
8 19410 418.610000 -204.920000
12 19410 323.250000 -158.330000
6 19411 -151.120000 -204.260000
8 19411 52.630000 -196.970000
12 19411 -150.040000 -146.180000
6 19412 287.590000 -255.610000
12 19412 308.100000 -220.710000
6 19413 343.150000 -264.910000
12 19413 373.790000 -237.300000
6 19414 -518.930000 -323.220000
12 19414 -455.330000 -244.680000
6 19415 -518.930000 -323.220000
7 19415 -424.660000 -95.140010
6 19416 56.070010 -356.189900
12 19416 62.450010 -313.370000
6 19417 -539.280000 -363.140000
7 19417 -451.100000 -125.460000
8 19417 -253.470000 -344.550000
9 19417 -402.210000 -269.000000
13 19417 3.059998 -405.850000
6 19418 32.190000 -402.700000
13 19418 373.930100 -537.680100
6 19419 -274.880000 -553.920000
15 19419 -343.100000 -388.890000
6 19420 -344.260000 -567.640000
7 19420 -359.320000 -310.110000
15 19420 -410.630000 -379.700000
6 19421 548.819900 -594.710000
7 19421 340.430100 -466.569900
10 19421 340.760000 -572.960000
6 19422 227.330000 -651.870000
7 19422 56.409970 -467.870000
6 19423 564.460000 -673.430100
7 19423 330.580000 -537.410000
9 19423 550.939900 -405.270000
6 19424 283.920000 -700.490000
7 19424 88.150020 -517.010000
9 19424 331.410000 -443.210000
6 19425 377.790000 -762.750000
9 19425 420.530000 -476.830000
6 19426 -19.620000 -804.640000
7 19426 -179.890000 -554.300000
6 19427 241.290000 776.630000
8 19427 334.860000 382.840000
11 19427 643.520000 -154.940000
6 19428 21.979980 736.360000
8 19428 179.010000 289.220000
6 19429 -576.320000 514.800000
8 19429 -224.990000 204.460000
6 19430 209.380000 464.020000
8 19430 315.270000 163.850000
12 19430 317.790000 457.840000
6 19431 -463.590000 428.020000
8 19431 -153.520000 132.640000
9 19431 -388.830000 217.920000
13 19431 191.939900 108.630000
14 19431 315.340000 -310.960000
6 19432 -176.010000 293.650000
13 19432 370.200000 -7.210022
6 19433 100.960000 60.070010
8 19433 254.720000 1.679993
12 19433 118.500000 110.850000
13 19433 479.960000 -210.370000
15 19433 125.310000 154.040000
6 19434 -214.440000 55.770020
13 19434 262.130000 -170.710000
6 19435 -174.780000 14.679990
12 19435 -150.440000 71.190000
6 19436 -75.090030 10.140010
12 19436 -60.409970 65.400020
6 19437 -34.190000 -20.210020
8 19437 149.490000 -58.209990
12 19437 -22.700010 33.979980
6 19438 5.010010 -82.270020
12 19438 14.599980 -30.539980
6 19439 299.040000 -135.630000
12 19439 317.790000 -98.669980
6 19440 257.940000 -143.240000
12 19440 270.970000 -102.080000
6 19441 -15.109990 -168.680100
12 19441 -11.710020 -117.050000
6 19442 -89.109990 -175.210000
12 19442 -87.080020 -120.560000
6 19443 295.330000 -205.120000
9 19443 281.000000 -62.409970
6 19444 104.450000 -292.370000
8 19444 257.300000 -277.420000
12 19444 108.200000 -250.640000
13 19444 437.160000 -470.300000
6 19445 -197.050000 -319.490000
12 19445 -179.180000 -261.800000
6 19446 -125.320000 -342.230000
12 19446 -114.550000 -287.750000
6 19447 -376.110000 -506.260000
15 19447 -411.350000 -309.950000
6 19448 -441.490000 -525.960000
7 19448 -420.580000 -266.250000
9 19448 -303.830000 -371.760000
13 19448 31.760010 -533.790000
6 19449 -59.870000 -625.120000
9 19449 33.270020 -416.740000
6 19450 -232.250000 -649.480000
7 19450 -301.680000 -395.840000
6 19451 -522.690000 475.470000
12 19451 -345.810000 467.950000
6 19452 -529.620000 440.790000
8 19452 -198.120000 149.940000
6 19453 345.670000 432.890000
7 19453 384.960000 441.300000
12 19453 433.780000 439.650000
13 19453 759.250000 39.909970
6 19454 434.660000 359.320000
12 19454 518.620000 368.010000
6 19455 427.550000 345.070000
12 19455 511.480000 354.430000
6 19456 -27.690000 246.320000
12 19456 19.190000 290.950000
6 19457 -306.550000 101.720000
12 19457 -239.720000 149.380000
6 19458 -319.130000 85.700010
12 19458 -254.120000 135.830000
6 19459 -304.900000 81.200010
12 19459 -241.680000 131.690000
6 19460 84.479980 72.909970
7 19460 19.190000 146.510000
9 19460 103.530000 153.140000
15 19460 105.200000 171.720000
6 19461 25.229980 -27.979980
12 19461 33.390010 23.880000
6 19462 219.400000 -97.700010
8 19462 350.160000 -124.110000
6 19463 162.990000 -116.440000
8 19463 305.080000 -133.900000
12 19463 172.630000 -74.599980
6 19464 104.240000 -123.550000
8 19464 259.700000 -137.170000
6 19465 -10.859990 -157.830000
12 19465 -7.710022 -106.870000
6 19466 266.780000 -163.720000
8 19466 388.250000 -174.880000
12 19466 280.050000 -125.990000
6 19467 11.409970 -175.860000
8 19467 184.120000 -177.750000
12 19467 13.400020 -124.460000
6 19468 381.620000 -222.260000
12 19468 416.350000 -192.990000
6 19469 356.050000 -229.080000
12 19469 388.840000 -200.010000
6 19470 356.050000 -229.080000
12 19470 388.840000 -200.010000
6 19471 245.650000 -288.600000
8 19471 370.040000 -286.460000
12 19471 260.150000 -254.670000
6 19472 285.430000 -307.030000
8 19472 400.650000 -307.370000
12 19472 305.980000 -273.630000
6 19473 285.430000 -307.030000
12 19473 305.980000 -273.630000
6 19474 -188.030000 -332.530000
7 19474 -213.890000 -147.320000
12 19474 -172.100000 -272.870000
13 19474 227.850000 -444.960000
6 19475 287.700000 -331.710000
12 19475 307.430100 -301.250000
6 19476 -142.820000 -340.260000
12 19476 -131.500000 -284.840000
6 19477 -447.870000 -494.569900
7 19477 -417.890000 -239.860000
9 19477 -311.700000 -350.140000
6 19478 -457.720000 -510.730000
7 19478 -429.700000 -251.910000
13 19478 23.950010 -519.550000
6 19479 -213.300000 -549.150000
12 19479 -214.920000 -484.950000
6 19480 -302.620000 -554.540000
15 19480 -370.610000 -380.860000
6 19481 515.060100 -604.310100
10 19481 305.150000 -571.020000
6 19482 559.510000 -627.870000
